"","EBIT","Operating.Cash.Flow","Operating.Income","EBITDA","Free.Cash.Flow","Gross.Profit","Net.Income.Com","Consolidated.Income","Stock.based.compensation","Dividends.per.Share.Growth","Days.Payables.Outstanding","daysOfInventoryOutstanding"
"429",1.6948e+10,1.5713e+10,1.7344e+10,1.9376e+10,1.365e+10,5.3846e+10,1.1986e+10,1.2382e+10,6.38e+08,0.2,59.0396,29.4424
"430",795100000,1536500000,795100000,896500000,1392400000,3578100000,523400000,523400000,0,0.1395,0,197.5629
"431",8.611e+09,8.686e+09,8.517e+09,1.0802e+10,5.249e+09,1.6786e+10,5.966e+09,5.966e+09,0,0.2339,50.5168,28.056
"432",6.624e+09,1.2711e+10,7.024e+09,8.831e+09,6.465e+09,6.6702e+10,4.791e+09,4.791e+09,6.34e+08,0.0964,26.3512,45.4999
"433",1.957e+09,2.853e+09,1.951e+09,3.628e+09,1.249e+09,3.364e+09,1.096e+09,1.096e+09,1.02e+08,0,24.3122,70.0789
"434",8.65e+09,1.0564e+10,8.678e+09,9.117e+09,1.0564e+10,2.1142e+10,6.784e+09,7.124e+09,0,0.1552,0,0
"435",8.933e+09,6.322e+09,6.988e+09,1.1366e+10,4.42e+09,1.6516e+10,5.269e+09,5.269e+09,2.51e+08,0.0423,60.8141,78.3284
"436",1.3418e+10,1.2941e+10,1.2954e+10,1.4031e+10,1.2237e+10,1.7439e+10,1.0301e+10,1.0301e+10,3.27e+08,0.25,41.6379,49.4129
"437",458500000,454900000,441600000,531200000,407200000,1273600000,149900000,150300000,45900000,0,23.7948,126.2764
"438",1412184000,-2.43e+08,1.24e+09,1656267000,1260502000,6.156e+09,1.011e+09,1074106000,67762000,0.1504,17.468,42.2168
"439",2.548e+09,1.822e+09,2.548e+09,2.761e+09,1.644e+09,6.064e+09,1.719e+09,1.759e+09,5.7e+07,0,12.2108,88.578
"440",4.471e+09,4.371e+09,4.572e+09,6.54e+09,2.299e+09,5.594e+09,3.122e+09,3.353e+09,0,0.1429,26.8028,22.9074
"441",759231000,832777000,747713000,1105477000,385899000,1100945000,515805000,515805000,25215000,0.12,18.0276,45.0353
"442",835536000,802641000,828992000,1308321000,-282717000,1200242000,384832000,422603000,0,-0.9349,72.7018,170.1169
"443",849400000,934400000,834100000,1145500000,703400000,1508900000,598700000,598700000,38500000,0,38.2205,54.3134
"444",844361000,697767000,767392000,892728000,660760000,1022835000,582489000,582489000,52504000,0,64.6526,0
"445",644153000,1270286000,635150000,716573000,1174762000,2638058000,2096896000,2087103000,325047000,0,13.2925,49.0669
"446",812011000,1381467000,885576000,1731650000,1006618000,2054512000,409467000,415981000,29963000,0.0154,105.8252,0
"447",2.3945e+10,3.4339e+10,2.2278e+10,4.1348e+10,1.7681e+10,7.5355e+10,1.5528e+10,1.6039e+10,0,0.022,62.7593,70.0139
"448",730787000,604446000,691980000,839195000,508367000,1427365000,593794000,593794000,37541000,0,10.2818,85.7196
"449",6.638e+09,8.263e+09,6.289e+09,8.408e+09,6.896e+09,3.0792e+10,5.024e+09,5.031e+09,1.3e+08,0.0754,37.6441,18.2393
"450",2.761e+09,4.205e+09,3.617e+09,4.817e+09,3.396e+09,7.705e+09,6.75e+08,6.75e+08,3.77e+08,0,44.6196,38.8388
"451",1675400000,2445500000,1468400000,2521200000,329800000,2314200000,1059300000,1060500000,0,0.0625,41.6545,60.8801
"452",2.8055e+10,3.6073e+10,2.8538e+10,3.3648e+10,3.6073e+10,8.4664e+10,2.0689e+10,2.2876e+10,2.255e+09,0.0649,0,0
"453",1.47e+08,1.229e+09,2.79e+08,7.92e+08,6.39e+08,3.537e+09,-1.83e+08,-1.59e+08,0,0.0581,77.8512,38.3443
"454",1.039e+09,1.288e+09,8.09e+08,1.786e+09,9.66e+08,8.513e+09,6.95e+08,7.15e+08,5e+07,0.1321,0,102.0011
"455",2.752e+09,3.57e+09,2.789e+09,4.229e+09,1.876e+09,5.665e+09,1.925e+09,1.923e+09,8.9e+07,0.0941,25.3792,55.6776
"456",1.143e+09,3.293e+09,7.68e+08,2.868e+09,4.41e+08,4.335e+09,-1.56e+08,1.93e+08,5.5e+07,0.1333,27.8183,41.6855
"457",1.6792e+10,2.8337e+10,2.0437e+10,2.7321e+10,1.8664e+10,1.26947e+11,9.862e+09,1.0523e+10,0,0.02,33.6241,4.0954
"458",1325400000,1931200000,1187200000,2577600000,962500000,3.362e+09,1906100000,1909300000,66800000,0.075,38.4789,45.0661
"459",1.141e+09,821300000,1122100000,1405700000,632600000,2289100000,851900000,851900000,0,0.0857,285.9131,249.0272
"460",1.182e+09,1.112e+09,1.394e+09,1.668e+09,6.85e+08,1.81e+09,7.48e+08,7.48e+08,4.2e+07,0.056,10.8387,16.4533
"461",456935000,961489000,735544000,1007531000,-640897000,2631385000,572430000,803084000,35040000,0.375,17.4846,15.0313
"462",1090731000,1550994000,961009000,1681204000,461604000,1087396000,791851000,791851000,22895000,0.45,42.4043,75.541
"463",2.142e+09,3.122e+09,1.965e+09,3.801e+09,-8.35e+08,4.453e+09,1.261e+09,1.261e+09,4.5e+07,0.0556,39.1354,51.0943
"464",691379000,820027000,686022000,788133000,770109000,1723604000,463981000,463981000,153815000,0.0606,14.6471,56.5539
"465",3.1138e+10,3.6014e+10,3.1719e+10,4.9883e+10,1.644e+10,1.01377e+11,2.084e+10,2.1421e+10,0,0.0556,46.872,31.0665
"466",-921200000,499800000,-958100000,-590400000,326500000,2067800000,-1.011e+09,-1010900000,2.1e+07,0,25.9949,64.2685
"467",6.18e+08,1.14e+09,5.98e+08,1.144e+09,1.05e+09,3.927e+09,3.61e+08,3.74e+08,5.7e+07,0.227,40.5102,176.2991
"468",6.67e+08,5.86e+08,6.54e+08,9.28e+08,3.49e+08,2.026e+09,5.49e+08,5.49e+08,3e+07,0.1667,41.0774,72.271
"469",2.291e+09,1.176e+09,2.296e+09,2.428e+09,9.42e+08,2.658e+09,1.542e+09,1.542e+09,5e+07,0.2,58.459,35.9995
"470",18300000,1747400000,33800000,1058800000,1308400000,5.661e+09,-379200000,-379300000,65500000,0,16.6836,58.7007
"471",1.143e+09,1.176e+09,1.143e+09,1.336e+09,1.047e+09,2.821e+09,8.5e+08,8.84e+08,2.6e+07,1.3636,0,0
"472",1.9e+09,1.79e+09,1.896e+09,2.208e+09,1.452e+09,3.914e+09,1.428e+09,1.424e+09,5.3e+07,0.2,19.6129,64.9167
