"","EBIT","Operating.Cash.Flow","Operating.Income","EBITDA","Free.Cash.Flow","Gross.Profit","Net.Income.Com","Consolidated.Income","Stock.based.compensation","Dividends.per.Share.Growth","Days.Payables.Outstanding","daysOfInventoryOutstanding","Feature.1","Feature.2","Feature.3","Feature.4","Enterprise.Value"
"460",1.182e+09,1.112e+09,1.394e+09,1.668e+09,6.85e+08,1.81e+09,7.48e+08,7.48e+08,4.2e+07,0.056,10.8387,16.4533,0.9017532468,-0.2957417667,0.2542410791,-0.8766064644,22436512590
"461",456935000,961489000,735544000,1007531000,-640897000,2631385000,572430000,803084000,35040000,0.375,17.4846,15.0313,-0.9116461873,-0.01990867779,1.189997911,-0.3908854425,17959103815
"462",1090731000,1550994000,961009000,1681204000,461604000,1087396000,791851000,791851000,22895000,0.45,42.4043,75.541,-2.231323481,0.6178587079,1.480999589,-0.6076071858,6509760737
"463",2.142e+09,3.122e+09,1.965e+09,3.801e+09,-8.35e+08,4.453e+09,1.261e+09,1.261e+09,4.5e+07,0.0556,39.1354,51.0943,2.941919327,-0.1468642056,-0.3376044333,-1.107517004,42520328011
"464",691379000,820027000,686022000,788133000,770109000,1723604000,463981000,463981000,153815000,0.0606,14.6471,56.5539,1.863028526,-0.1564792842,-0.2916454077,-1.289926887,15858499065
"465",3.1138e+10,3.6014e+10,3.1719e+10,4.9883e+10,1.644e+10,1.01377e+11,2.084e+10,2.1421e+10,0,0.0556,46.872,31.0665,0.09094146639,0.2390475124,0.5757363439,-0.8196459413,3.23457e+11
"466",-921200000,499800000,-958100000,-590400000,326500000,2067800000,-1.011e+09,-1010900000,2.1e+07,0,25.9949,64.2685,0.03616871312,-0.5422404408,1.310366035,0.06625787169,10845748039
"467",6.18e+08,1.14e+09,5.98e+08,1.144e+09,1.05e+09,3.927e+09,3.61e+08,3.74e+08,5.7e+07,0.227,40.5102,176.2991,0.05689015612,-0.0898109749,0.8890216351,-0.3984006941,8854466290
"468",6.67e+08,5.86e+08,6.54e+08,9.28e+08,3.49e+08,2.026e+09,5.49e+08,5.49e+08,3e+07,0.1667,41.0774,72.271,-0.02901000157,-0.02540407144,0.6652444005,-0.6904166341,14002654856
"469",2.291e+09,1.176e+09,2.296e+09,2.428e+09,9.42e+08,2.658e+09,1.542e+09,1.542e+09,5e+07,0.2,58.459,35.9995,1.948260427,0.01827318035,0.09712327272,-0.9076075554,38486783662
"470",18300000,1747400000,33800000,1058800000,1308400000,5.661e+09,-379200000,-379300000,65500000,0,16.6836,58.7007,0.9655191302,-0.1719598025,0.4513438046,-0.661421001,29552322977
"471",1.143e+09,1.176e+09,1.143e+09,1.336e+09,1.047e+09,2.821e+09,8.5e+08,8.84e+08,2.6e+07,1.3636,0,0,0.3071025014,-0.2297615558,0.719428122,-0.5654020905,12354621341
"472",1.9e+09,1.79e+09,1.896e+09,2.208e+09,1.452e+09,3.914e+09,1.428e+09,1.424e+09,5.3e+07,0.2,19.6129,64.9167,0.4004479349,-0.2329349965,0.6370436549,-0.6674464345,45848768446
